"slider_crank_v2"

"Time      "	".JOINT_3.Element_Force.X"	".JOINT_3.Element_Force.Y"	".JOINT_3.Element_Force.Mag"
1.243667e+00	-1.949579e+00	1.276598e+00	2.330356e+00
1.244000e+00	-2.549777e+00	1.650003e+00	3.037085e+00
1.244298e+00	-6.882375e-01	5.772738e-01	8.982850e-01
1.244758e+00	-6.527750e-01	5.384741e-01	8.462090e-01
1.245000e+00	-6.523246e-01	5.340512e-01	8.430529e-01
1.246000e+00	-9.080935e-01	6.644861e-01	1.125245e+00
1.246792e+00	-3.294310e+00	2.191823e+00	3.956838e+00
1.247000e+00	-9.356703e-01	7.760842e-01	1.215642e+00
1.247368e+00	-2.038524e-01	2.241344e-01	3.029720e-01
1.247699e+00	-6.104786e-01	4.921451e-01	7.841498e-01
1.248000e+00	-6.427841e-01	4.930336e-01	8.100948e-01
1.249000e+00	-2.733571e+00	1.811618e+00	3.279386e+00
1.249260e+00	-1.215472e+00	8.532720e-01	1.485074e+00
1.249784e+00	-6.162856e-01	4.680325e-01	7.738619e-01
1.250000e+00	-8.030993e-01	5.766029e-01	9.886553e-01
1.250667e+00	-1.525952e+00	1.048716e+00	1.851577e+00
1.251000e+00	-1.704914e+00	1.172664e+00	2.069268e+00
1.252000e+00	-8.182053e-01	5.938892e-01	1.011021e+00
1.252730e+00	-6.774815e-01	4.605070e-01	8.191751e-01
1.253000e+00	-6.104685e-01	4.529558e-01	7.601584e-01
1.254000e+00	-7.847983e-01	4.872126e-01	9.237340e-01
1.255000e+00	-4.960097e-01	3.008238e-01	5.801040e-01
1.255352e+00	-8.685362e-01	5.853694e-01	1.047384e+00
1.255683e+00	-1.247914e+00	8.522114e-01	1.511143e+00
1.256000e+00	-5.191553e-01	2.933641e-01	5.963092e-01
1.256429e+00	-8.713966e-01	3.572295e-01	9.417775e-01
1.256705e+00	-9.930254e-01	5.583989e-01	1.139258e+00
1.257000e+00	-8.656543e-01	6.006893e-01	1.053653e+00
1.257714e+00	-6.179283e-01	3.368121e-01	7.037597e-01
1.258000e+00	-1.370920e+00	9.395917e-01	1.662003e+00
1.258500e+00	-1.073686e+00	6.994643e-01	1.281426e+00
1.258833e+00	-1.096836e+00	7.422264e-01	1.324368e+00
1.259000e+00	-8.724178e-01	5.294121e-01	1.020485e+00
1.259667e+00	-7.397199e-01	3.933825e-01	8.378158e-01
1.260000e+00	-2.227113e+00	1.746446e+00	2.830213e+00
1.260333e+00	-6.629027e-01	2.461131e-01	7.071150e-01
1.261000e+00	-1.676668e+00	1.800162e+00	2.460041e+00
1.261435e+00	-6.704206e-01	4.884006e-01	8.294570e-01
1.262000e+00	-2.252989e+00	1.799429e+00	2.883384e+00
1.262389e+00	-8.474088e-01	3.928309e-01	9.340331e-01
1.262658e+00	-9.485366e-01	5.186528e-01	1.081075e+00
1.263000e+00	-9.627096e-01	5.733862e-01	1.120527e+00
1.263667e+00	-1.629822e+00	1.171706e+00	2.007292e+00
1.264000e+00	-1.034329e+00	8.591190e-01	1.344590e+00
1.264333e+00	-8.145094e-01	3.137342e-01	8.728429e-01
1.264667e+00	-1.025756e+00	6.007001e-01	1.188704e+00
1.265000e+00	-9.559177e-01	5.184514e-01	1.087461e+00
1.265312e+00	-1.778896e+00	1.380766e+00	2.251885e+00
1.266000e+00	-9.513159e-01	4.698954e-01	1.061039e+00
1.266704e+00	-8.816745e-01	3.799975e-01	9.600771e-01
1.266957e+00	-7.039906e-01	5.651920e-01	9.027983e-01
1.267000e+00	-1.174574e+00	4.724269e-01	1.266022e+00
1.267255e+00	-1.016386e+00	4.794352e-01	1.123788e+00
1.267752e+00	-9.492776e-01	4.459248e-01	1.048798e+00
1.268000e+00	-9.516535e-01	4.448743e-01	1.050503e+00
1.269000e+00	-1.794607e+00	1.560953e+00	2.378484e+00
1.269289e+00	-1.233755e+00	7.065132e-01	1.421728e+00
1.269814e+00	-1.122911e+00	6.471169e-01	1.296029e+00
1.270000e+00	-9.632439e-01	3.830663e-01	1.036619e+00
1.270333e+00	-1.485197e+00	1.206420e+00	1.913442e+00
1.270583e+00	-1.070742e+00	5.604977e-01	1.208572e+00
1.271000e+00	-1.141961e+00	6.620794e-01	1.320009e+00
1.272000e+00	-1.196716e+00	7.505417e-01	1.412601e+00
1.273000e+00	-1.178528e+00	7.147190e-01	1.378315e+00
1.273667e+00	-1.074325e+00	4.885679e-01	1.180200e+00
1.274000e+00	-1.338448e+00	1.012999e+00	1.678574e+00
1.274625e+00	-1.149830e+00	5.436094e-01	1.271857e+00
1.275000e+00	-1.170568e+00	6.738902e-01	1.350688e+00
1.276000e+00	-1.184901e+00	6.906032e-01	1.371467e+00
1.277000e+00	-1.195411e+00	6.972957e-01	1.383918e+00
1.278000e+00	-1.184881e+00	6.824401e-01	1.367358e+00
1.279000e+00	-1.213615e+00	6.885405e-01	1.395331e+00
1.280000e+00	-1.198824e+00	6.876753e-01	1.382055e+00
1.281000e+00	-1.211768e+00	6.842383e-01	1.391605e+00
1.282000e+00	-1.215059e+00	6.809413e-01	1.392857e+00
1.283000e+00	-1.219597e+00	6.742122e-01	1.393549e+00
1.284000e+00	-1.224106e+00	6.768543e-01	1.398774e+00
1.285000e+00	-1.229167e+00	6.716525e-01	1.400703e+00
1.286000e+00	-1.235035e+00	6.681576e-01	1.404189e+00
1.287000e+00	-1.240754e+00	6.647943e-01	1.407630e+00
1.288000e+00	-1.246213e+00	6.614284e-01	1.410863e+00
1.289000e+00	-1.251565e+00	6.580234e-01	1.414005e+00
1.290000e+00	-1.023439e+00	1.282484e+00	1.640792e+00
1.291000e+00	-1.233858e+00	6.863036e-01	1.411885e+00
1.292000e+00	-1.268290e+00	6.028041e-01	1.404256e+00
1.293000e+00	-1.251247e+00	6.561589e-01	1.412857e+00
1.293702e+00	-1.261742e+00	6.626130e-01	1.425148e+00
1.294000e+00	-1.246781e+00	6.437291e-01	1.403157e+00
1.295000e+00	-1.207426e+00	7.135146e-01	1.402491e+00
1.296000e+00	-1.347471e+00	5.278703e-01	1.447179e+00
1.296333e+00	-1.342092e+00	5.551489e-01	1.452379e+00
1.297000e+00	-1.321114e+00	5.821458e-01	1.443689e+00
1.297736e+00	-1.972382e+00	1.302782e-01	1.976680e+00
1.298000e+00	-4.609595e-01	6.847220e-01	8.254304e-01
1.299000e+00	-4.341516e-01	1.375604e+00	1.442489e+00
1.299356e+00	-1.154609e+00	1.595095e-01	1.165575e+00
1.299651e+00	-2.864285e+00	4.146697e-01	2.894147e+00
1.300000e+00	-5.608440e-01	8.598754e-01	1.026621e+00
1.300349e+00	-1.484413e+00	4.832166e-01	1.561086e+00
1.301000e+00	-1.480166e+00	4.339623e-01	1.542470e+00
1.301867e+00	-1.630509e+00	3.995186e-01	1.678744e+00
1.302000e+00	-1.590647e+00	4.257641e-01	1.646645e+00
1.302265e+00	-8.666580e-01	1.000489e+00	1.323676e+00
1.302599e+00	-1.598228e+00	3.456564e-01	1.635180e+00
1.303000e+00	-3.316405e-02	1.770193e+00	1.770546e+00
1.303461e+00	-4.847081e-01	1.318697e+00	1.404957e+00
1.303730e+00	-1.746318e+00	1.119099e-01	1.749900e+00
1.303986e+00	-1.324216e+00	3.958801e-01	1.382125e+00
1.304000e+00	-1.835691e+00	2.583800e-01	1.853785e+00
1.304717e+00	-1.654680e+00	3.054698e-01	1.682640e+00
1.305000e+00	-1.666163e+00	3.018200e-01	1.693279e+00
1.306000e+00	-1.718843e+00	2.929709e-01	1.743632e+00
1.307000e+00	-1.723930e+00	3.141320e-01	1.752317e+00
1.307352e+00	7.884509e+00	7.681063e+00	1.100746e+01
1.307617e+00	-1.455429e+00	4.690999e-01	1.529159e+00
1.308000e+00	-1.634094e+00	3.433371e-01	1.669774e+00
1.308381e+00	-1.327564e+00	5.712259e-01	1.445242e+00
1.308707e+00	-1.550483e+00	4.094938e-01	1.603647e+00
1.309000e+00	-1.785381e+00	2.646433e-01	1.804889e+00
1.309382e+00	-3.313610e+00	-3.051673e-02	3.313750e+00
1.310000e+00	-1.130271e+00	7.350431e-01	1.348260e+00
1.310409e+00	-2.148631e+00	4.980037e-02	2.149208e+00
1.310733e+00	7.264012e+00	6.659545e+00	9.854715e+00
1.311000e+00	-2.023728e+00	1.416230e-01	2.028677e+00
1.311333e+00	-1.061908e+00	7.526045e-01	1.301562e+00
1.311667e+00	-2.135260e+00	4.369278e-02	2.135707e+00
1.312000e+00	-1.802090e+00	2.798089e-01	1.823684e+00
1.312722e+00	1.851273e-01	1.609157e+00	1.619771e+00
1.313000e+00	-1.068694e+00	7.137157e-01	1.285106e+00
1.313266e+00	-1.308604e+00	3.505398e-01	1.354741e+00
1.313799e+00	-1.442668e+00	5.579037e-01	1.546787e+00
1.314000e+00	-1.556192e+00	4.319719e-01	1.615033e+00
1.314496e+00	-1.119745e+00	7.184440e-01	1.330410e+00
1.314764e+00	-1.787749e+00	3.181184e-01	1.815832e+00
1.315000e+00	-1.668862e+00	3.754251e-01	1.710569e+00
1.315642e+00	-9.724103e-01	8.101222e-01	1.265654e+00
1.316000e+00	-1.307082e+00	6.033599e-01	1.439620e+00
1.316389e+00	-1.520563e+00	4.727018e-01	1.592343e+00
1.316861e+00	-1.353670e+00	5.752886e-01	1.470843e+00
1.317000e+00	-1.204075e+00	6.559477e-01	1.371154e+00
1.318000e+00	-1.355383e+00	5.697150e-01	1.470251e+00
1.318375e+00	-1.180065e+00	6.701185e-01	1.357060e+00
1.318687e+00	-1.423890e+00	6.879749e-01	1.581383e+00
1.319000e+00	-1.442062e+00	5.080933e-01	1.528954e+00
1.320000e+00	-1.390069e+00	5.512087e-01	1.495367e+00
1.320519e+00	-1.476030e+00	4.999875e-01	1.558413e+00
1.321000e+00	-1.415275e+00	5.324553e-01	1.512122e+00
1.322000e+00	-1.420855e+00	5.257260e-01	1.514997e+00
1.322333e+00	-1.899589e+00	2.630366e-01	1.917714e+00
1.323000e+00	-1.091321e+00	7.044228e-01	1.298920e+00
1.323270e+00	-1.347770e+00	5.661540e-01	1.461853e+00
1.324000e+00	-1.625119e+00	4.139356e-01	1.677007e+00
1.324354e+00	-1.347743e+00	5.488053e-01	1.455197e+00
1.325000e+00	-1.445123e+00	5.103085e-01	1.532578e+00
1.326000e+00	-1.529876e+00	4.636738e-01	1.598597e+00
1.327000e+00	-1.501179e+00	4.757581e-01	1.574765e+00
1.328000e+00	-1.460633e+00	4.954531e-01	1.542375e+00
1.328720e+00	-1.554450e+00	4.465823e-01	1.617328e+00
1.329000e+00	-1.494656e+00	4.799313e-01	1.569819e+00
1.330000e+00	-1.478755e+00	4.841801e-01	1.556004e+00
1.331000e+00	-1.480637e+00	4.816509e-01	1.557008e+00
1.332000e+00	-1.488536e+00	4.765811e-01	1.562968e+00
1.333000e+00	-1.476721e+00	4.810895e-01	1.553111e+00
1.334000e+00	-1.500349e+00	4.682559e-01	1.571722e+00
1.335000e+00	-1.510693e+00	4.617132e-01	1.579675e+00
1.336000e+00	-1.520091e+00	4.561509e-01	1.587057e+00
1.337000e+00	-1.529231e+00	4.506325e-01	1.594245e+00
1.338000e+00	-1.383006e+00	5.273061e-01	1.480121e+00
1.339000e+00	-1.643277e+00	4.190140e-01	1.695858e+00
1.339340e+00	-1.465393e+00	4.724839e-01	1.539681e+00
1.339670e+00	-7.929036e-01	7.906604e-01	1.119750e+00
1.340000e+00	-1.793800e+00	3.166442e-01	1.821533e+00
1.340682e+00	-1.753458e+01	-2.610985e+00	1.772791e+01
1.341000e+00	-9.037209e+00	-1.016478e+00	9.094195e+00
1.341333e+00	1.264270e+00	9.504815e-01	1.581706e+00
1.342000e+00	-2.242758e+00	3.330626e-01	2.267354e+00
1.342328e+00	2.182194e+00	1.028849e+00	2.412571e+00
1.343000e+00	-1.788638e+00	3.738074e-01	1.827282e+00
1.344000e+00	-1.782902e+00	2.918569e-01	1.806632e+00
1.345000e+00	-1.525577e+00	3.911083e-01	1.574913e+00
1.346000e+00	-1.468308e+00	4.332048e-01	1.530880e+00
1.347000e+00	-1.632658e+00	3.736502e-01	1.674869e+00
1.348000e+00	-1.702270e+00	3.398995e-01	1.735872e+00
1.349000e+00	-1.456491e+00	4.537298e-01	1.525529e+00
1.350000e+00	-1.621058e+00	3.785409e-01	1.664669e+00
1.351000e+00	-1.569276e+00	4.017081e-01	1.619876e+00
1.351435e+00	-1.768742e+00	3.002957e-01	1.794053e+00
1.352000e+00	-1.720820e+00	3.308006e-01	1.752327e+00
1.352333e+00	-1.658891e+00	3.527880e-01	1.695990e+00
1.353000e+00	-1.603965e+00	3.797905e-01	1.648316e+00
1.354000e+00	-1.592108e+00	3.696551e-01	1.634458e+00
1.355000e+00	-1.820531e+00	2.799825e-01	1.841935e+00
1.356000e+00	-1.256559e+00	5.322075e-01	1.364619e+00
1.357000e+00	-1.645532e+00	3.480603e-01	1.681939e+00
1.358000e+00	-1.687714e+00	3.287429e-01	1.719433e+00
1.359000e+00	-1.495109e+00	4.101713e-01	1.550352e+00
1.359388e+00	-1.793299e+00	2.545066e-01	1.811270e+00
1.360000e+00	-1.792476e+00	2.529674e-01	1.810238e+00
1.360667e+00	-1.204061e+00	5.316007e-01	1.316193e+00
1.361000e+00	-1.625508e+00	3.503640e-01	1.662839e+00
1.361561e+00	-1.901036e+00	2.210571e-01	1.913845e+00
1.362000e+00	-1.637808e+00	3.388347e-01	1.672491e+00
1.362656e+00	-1.987707e+00	1.676032e-01	1.994760e+00
1.363000e+00	-1.980323e+00	1.838871e-01	1.988842e+00
1.364000e+00	-1.905066e+00	2.138945e-01	1.917036e+00
1.365000e+00	-1.495415e+00	3.926728e-01	1.546110e+00
1.365395e+00	-3.746572e+00	-6.286954e-01	3.798955e+00
1.365697e+00	-2.111457e+00	1.166462e-01	2.114678e+00
1.366000e+00	-1.601626e+00	3.429824e-01	1.637941e+00
1.366704e+00	-3.898829e+00	-6.766102e-01	3.957103e+00
1.366956e+00	-2.489314e+00	-6.476680e-04	2.489314e+00
1.367000e+00	-1.995408e+00	1.126960e-01	1.998589e+00
1.367351e+00	-1.536292e+00	3.639689e-01	1.578821e+00
1.368000e+00	-2.258522e+00	4.065502e-02	2.258888e+00
1.368667e+00	-4.881179e-01	8.331589e-01	9.656254e-01
1.369000e+00	-2.292130e+00	4.213142e-02	2.292517e+00
1.369544e+00	-4.799081e+00	-9.211413e-01	4.886684e+00
1.370000e+00	-3.579252e+00	-5.045193e-01	3.614635e+00
1.370486e+00	-2.856871e+00	-2.640523e-01	2.869048e+00
1.370743e+00	-2.861002e+00	-2.380581e-01	2.870894e+00
1.371000e+00	-2.588065e+00	-1.096061e-01	2.590385e+00
1.371257e+00	-3.098100e+00	-3.194174e-01	3.114523e+00
1.371536e+00	-3.972339e+00	-7.005182e-01	4.033634e+00
1.372000e+00	-1.519187e+00	3.540236e-01	1.559892e+00
1.372333e+00	-3.219469e-01	9.213702e-01	9.760029e-01
1.373000e+00	3.056901e+00	2.448814e+00	3.916801e+00
1.373729e+00	-1.885775e+00	1.880779e-01	1.895131e+00
1.374000e+00	2.933217e+00	2.388969e+00	3.782979e+00
1.374391e+00	-3.995682e+00	-7.794087e-01	4.070989e+00
1.374695e+00	-3.126485e+00	-3.857507e-01	3.150192e+00
1.375000e+00	-2.234396e+00	3.243865e-02	2.234633e+00
1.375718e+00	-4.100209e+00	-8.200375e-01	4.181408e+00
1.376000e+00	-2.430993e+00	-6.986465e-02	2.431997e+00
1.376390e+00	-2.881736e+00	-2.714855e-01	2.894497e+00
1.376714e+00	-3.039386e+00	-2.718507e-01	3.051520e+00
1.377000e+00	-2.694332e+00	-1.994798e-01	2.701707e+00
1.377349e+00	-2.710266e+00	-1.942387e-01	2.717218e+00
1.377797e+00	-2.706759e+00	-2.903060e-01	2.722282e+00
1.378000e+00	9.077721e-01	1.440257e+00	1.702477e+00
1.378454e+00	-3.791827e+00	-6.924062e-01	3.854527e+00
1.378727e+00	2.096700e+00	2.013424e+00	2.906895e+00
1.379000e+00	8.705490e+00	5.042293e+00	1.006033e+01
1.379306e+00	1.085100e-01	1.103202e+00	1.108526e+00
1.379768e+00	-3.415330e+00	-5.434001e-01	3.458289e+00
1.380000e+00	-3.644107e+00	-6.403840e-01	3.699947e+00
1.381000e+00	-4.065351e+00	-8.328587e-01	4.149787e+00
1.382000e+00	-4.204238e+00	-9.000087e-01	4.299492e+00
1.382297e+00	7.522151e+00	4.536798e+00	8.784378e+00
1.383000e+00	-4.228046e+00	-9.303947e-01	4.329204e+00
1.383371e+00	3.934094e-01	1.224087e+00	1.285755e+00
1.383730e+00	-3.539291e+00	-6.100487e-01	3.591482e+00
1.384000e+00	-2.807394e+00	-2.663435e-01	2.820000e+00
1.385000e+00	-1.642920e+00	2.722738e-01	1.665328e+00
1.385710e+00	6.625668e-01	1.338438e+00	1.493456e+00
1.386000e+00	3.180574e-01	1.179606e+00	1.221733e+00
1.386439e+00	4.276539e-02	1.045016e+00	1.045892e+00
1.387000e+00	-5.108656e-01	7.830825e-01	9.349882e-01
1.388000e+00	-1.220968e+00	4.461612e-01	1.299932e+00
1.389000e+00	-1.797594e+00	1.685346e-01	1.805477e+00
1.390000e+00	-2.160393e+00	-2.359161e-03	2.160394e+00
1.391000e+00	-2.485602e+00	-1.564929e-01	2.490523e+00
1.392000e+00	-2.783030e+00	-2.974017e-01	2.798876e+00
1.393000e+00	-3.058000e+00	-4.272501e-01	3.087703e+00
1.394000e+00	-3.313347e+00	-5.473815e-01	3.358258e+00
1.395000e+00	-3.559306e+00	-6.614030e-01	3.620237e+00
1.396000e+00	-3.788866e+00	-7.675061e-01	3.865821e+00
1.396456e+00	2.029242e+01	1.074228e+01	2.296037e+01
1.396819e+00	-4.522245e+00	-1.168640e+00	4.670805e+00
1.397000e+00	-4.696710e+00	-1.223937e+00	4.853567e+00
1.398000e+00	-4.692655e+00	-1.233960e+00	4.852182e+00
1.399000e+00	-4.752178e+00	-1.263146e+00	4.917188e+00
1.400000e+00	-2.992986e+00	-4.180897e-01	3.022046e+00
1.400552e+00	-4.781230e+00	-1.288530e+00	4.951815e+00
1.401000e+00	-2.306139e+00	-8.227424e-02	2.307606e+00
1.401646e+00	-4.808135e+00	-1.308166e+00	4.982917e+00
1.402000e+00	-2.597825e+00	-2.211052e-01	2.607217e+00
1.402620e+00	-4.831045e+00	-1.325171e+00	5.009498e+00
1.402881e+00	-4.795725e+00	-1.314192e+00	4.972533e+00
1.403000e+00	-4.618803e+00	-1.260710e+00	4.787769e+00
1.403333e+00	-4.354713e+00	-1.123330e+00	4.497265e+00
1.404000e+00	-2.052966e+00	9.876954e-04	2.052967e+00
1.404779e+00	-4.720812e+00	-1.313691e+00	4.900189e+00
1.405000e+00	-3.769190e+00	-8.310744e-01	3.859725e+00
1.405500e+00	-3.804766e+00	-8.458804e-01	3.897661e+00
1.405889e+00	-3.667484e+00	-8.118399e-01	3.756264e+00
1.406000e+00	-3.812929e+00	-8.516372e-01	3.906880e+00
1.407000e+00	-3.785700e+00	-8.535774e-01	3.880737e+00
1.408000e+00	-3.839883e+00	-8.807335e-01	3.939593e+00
1.409000e+00	-3.839941e+00	-8.871578e-01	3.941091e+00
1.410000e+00	-3.822354e+00	-8.737500e-01	3.920947e+00
1.410300e+00	-3.664245e+00	-8.138108e-01	3.753529e+00
1.411000e+00	-1.883548e+00	6.742417e-02	1.884754e+00
1.411850e+00	5.212105e+00	3.735254e+00	6.412365e+00
1.412000e+00	-5.869975e+00	-1.672949e+00	6.103717e+00
1.412444e+00	-6.445782e-01	6.991619e-01	9.509728e-01
1.412722e+00	-3.648712e+00	-8.239667e-01	3.740591e+00
1.413000e+00	-3.866997e+00	-9.406281e-01	3.979755e+00
1.414000e+00	-4.921282e+00	-1.478333e+00	5.138530e+00
1.414667e+00	-3.465766e+00	-7.379663e-01	3.543465e+00
1.415000e+00	-3.473260e+00	-7.449487e-01	3.552254e+00
1.415666e+00	-3.334904e+00	-6.789998e-01	3.403328e+00
1.416000e+00	-3.363165e+00	-6.881168e-01	3.432841e+00
1.417000e+00	-3.183279e+00	-5.979323e-01	3.238950e+00
1.418000e+00	-2.215109e+00	-1.078420e-01	2.217735e+00
1.419000e+00	3.894461e+00	3.002174e+00	4.917304e+00
1.419287e+00	-6.287602e-01	6.892220e-01	9.329349e-01
1.419787e+00	-5.047821e+00	-1.582540e+00	5.290079e+00
1.420000e+00	-3.293103e+00	-6.808412e-01	3.362748e+00
1.420687e+00	-3.802239e+00	-9.457533e-01	3.918095e+00
1.421000e+00	-3.344400e+00	-7.173896e-01	3.420476e+00
1.421333e+00	-3.978105e+00	-1.036229e+00	4.110851e+00
1.422000e+00	-3.711943e+00	-9.030085e-01	3.820203e+00
1.422333e+00	-3.881119e+00	-9.922188e-01	4.005943e+00
1.423000e+00	1.160303e+01	7.021514e+00	1.356215e+01
1.423333e+00	1.160843e+00	1.607993e+00	1.983229e+00
1.423687e+00	-5.214288e+00	-1.684793e+00	5.479720e+00
1.424000e+00	-4.354972e+00	-1.250230e+00	4.530878e+00
1.424333e+00	-3.315475e+00	-7.140921e-01	3.391504e+00
1.425000e+00	-3.615717e+00	-8.714305e-01	3.719247e+00
1.426000e+00	3.878826e+00	3.035515e+00	4.925407e+00
1.426409e+00	-1.309137e+00	3.234135e-01	1.348494e+00
1.426717e+00	-2.142948e+00	-1.097993e-01	2.145759e+00
1.427000e+00	-4.593000e+00	-1.395783e+00	4.800402e+00
1.427440e+00	-3.286596e+00	-7.127264e-01	3.362988e+00
1.428000e+00	-4.923149e-01	7.504927e-01	8.975597e-01
1.428683e+00	9.691884e-01	1.513771e+00	1.797451e+00
1.428947e+00	-2.161290e+00	-1.583128e-01	2.167080e+00
1.429000e+00	-3.086488e+00	-5.933798e-01	3.143009e+00
1.429659e+00	-4.188109e+00	-1.204005e+00	4.357738e+00
1.430000e+00	-2.169966e+00	-1.352888e-01	2.174179e+00
1.430484e+00	-5.242315e+00	-1.762357e+00	5.530621e+00
1.430742e+00	-3.797935e+00	-9.983561e-01	3.926961e+00
1.431000e+00	-3.877794e+00	-1.041273e+00	4.015163e+00
1.432000e+00	9.178853e+00	5.878246e+00	1.089978e+01
1.432508e+00	7.953464e+00	5.226322e+00	9.516934e+00
1.433000e+00	6.836409e+00	4.630628e+00	8.257070e+00
1.434000e+00	4.866224e+00	3.580248e+00	6.041383e+00
1.435000e+00	3.212333e+00	2.696029e+00	4.193764e+00
1.436000e+00	1.817781e+00	1.948241e+00	2.664578e+00
1.437000e+00	6.331237e-01	1.311494e+00	1.456318e+00
1.438000e+00	-3.817869e-01	7.651582e-01	8.551190e-01
1.439000e+00	-1.273231e+00	2.867434e-01	1.305120e+00
1.440000e+00	-2.023691e+00	-1.191606e-01	2.027196e+00
1.441000e+00	-2.687250e+00	-4.771213e-01	2.729278e+00
1.442000e+00	-5.303060e+00	-1.927163e+00	5.642376e+00
1.443000e+00	-5.365157e+00	-1.965401e+00	5.713818e+00
1.444000e+00	-5.331161e+00	-1.964026e+00	5.681433e+00
1.444609e+00	-8.780961e+01	-4.767126e+01	9.991535e+01
1.444870e+00	-5.174548e+00	-1.909262e+00	5.515544e+00
1.445000e+00	-5.580826e+00	-2.079805e+00	5.955771e+00
1.446000e+00	-5.469780e+00	-2.043101e+00	5.838900e+00
1.447000e+00	-5.484039e+00	-2.057352e+00	5.857250e+00
1.448000e+00	-5.479156e+00	-2.064475e+00	5.855186e+00
1.448619e+00	-4.994431e+01	-2.692787e+01	5.674103e+01
1.449000e+00	-5.541469e+00	-2.097618e+00	5.925190e+00
1.450000e+00	-5.567541e+00	-2.114915e+00	5.955701e+00
1.451000e+00	-5.611920e+00	-2.138474e+00	6.005557e+00
1.452000e+00	-5.590444e+00	-2.135084e+00	5.984283e+00
1.453000e+00	-5.614441e+00	-2.148902e+00	6.011633e+00
1.454000e+00	-5.624947e+00	-2.156740e+00	6.024248e+00
1.455000e+00	-5.637453e+00	-2.164137e+00	6.038573e+00
1.456000e+00	-5.630431e+00	-2.164085e+00	6.031999e+00
1.457000e+00	-5.617228e+00	-2.161023e+00	6.018577e+00
1.458000e+00	-5.619008e+00	-2.162155e+00	6.020645e+00
1.459000e+00	-5.609260e+00	-2.158637e+00	6.010284e+00
1.459790e+00	2.251282e+02	1.281654e+02	2.590542e+02
1.460000e+00	-5.540834e+00	-2.127673e+00	5.935304e+00
1.461000e+00	-5.574213e+00	-2.145888e+00	5.972996e+00
1.462000e+00	-5.572957e+00	-2.146839e+00	5.972167e+00
1.462299e+00	4.256593e+02	2.417417e+02	4.895149e+02
1.462571e+00	-5.476832e+00	-2.107169e+00	5.868207e+00
1.463000e+00	-5.495386e+00	-2.117381e+00	5.889190e+00
1.463564e+00	-5.460162e+00	-2.105177e+00	5.851935e+00
1.464000e+00	-5.093646e+00	-1.898736e+00	5.436031e+00
1.464471e+00	-3.636774e+00	-1.073561e+00	3.791920e+00
1.465000e+00	-5.476223e+00	-2.120436e+00	5.872416e+00
1.466000e+00	-3.052883e+00	-7.461785e-01	3.142750e+00
1.466659e+00	-3.094405e+00	-7.710075e-01	3.189012e+00
1.467000e+00	-3.132048e+00	-7.931812e-01	3.230922e+00
1.468000e+00	-3.208881e+00	-8.386259e-01	3.316656e+00
1.468943e+00	1.164203e+02	6.744946e+01	1.345478e+02
1.469000e+00	-5.462192e+00	-2.129130e+00	5.862486e+00
1.469288e+00	-5.465518e+00	-2.134264e+00	5.867450e+00
1.470000e+00	-5.473179e+00	-2.141771e+00	5.877319e+00
1.470927e+00	-5.372781e+00	-2.081854e+00	5.762022e+00
1.471000e+00	1.174158e+01	7.702874e+00	1.404276e+01
1.471406e+00	-4.902718e+00	-1.821910e+00	5.230296e+00
1.472000e+00	-5.330938e+00	-2.067683e+00	5.717885e+00
1.473000e+00	1.875095e+01	1.174086e+01	2.212342e+01
1.473333e+00	-5.432208e+00	-2.135979e+00	5.837062e+00
1.474000e+00	-5.442898e+00	-2.143158e+00	5.849638e+00
1.474500e+00	1.943910e+00	2.101650e+00	2.862816e+00
1.474750e+00	-5.443431e+00	-2.145903e+00	5.851141e+00
1.475000e+00	-4.948779e+00	-1.860190e+00	5.286844e+00
1.476000e+00	4.198122e+00	3.395745e+00	5.399567e+00
1.476719e+00	3.572232e+00	3.036516e+00	4.688420e+00
1.477000e+00	-5.390122e+00	-2.129354e+00	5.795478e+00
1.478000e+00	-5.407559e+00	-2.140815e+00	5.815908e+00
1.479000e+00	-5.415821e+00	-2.146889e+00	5.825826e+00
1.480000e+00	-5.416460e+00	-2.150132e+00	5.827616e+00
1.480531e+00	5.377681e+00	4.083000e+00	6.752062e+00
1.481000e+00	-1.542657e+00	8.475643e-02	1.544983e+00
1.481333e+00	-5.405270e+00	-2.148138e+00	5.816481e+00
1.481667e+00	-3.441513e+00	-1.013762e+00	3.587719e+00
1.482000e+00	-4.243027e+00	-1.477891e+00	4.493043e+00
1.482333e+00	-4.756067e+00	-1.775179e+00	5.076557e+00
1.483000e+00	1.182943e+01	7.816441e+00	1.417858e+01
1.483802e+00	1.102897e+01	7.350858e+00	1.325418e+01
1.484000e+00	-5.298240e+00	-2.104466e+00	5.700888e+00
1.485000e+00	-5.324299e+00	-2.119245e+00	5.730564e+00
1.486000e+00	-5.326623e+00	-2.121953e+00	5.733724e+00
1.486651e+00	7.515254e+00	5.327261e+00	9.211881e+00
1.487000e+00	-5.343674e+00	-2.132423e+00	5.753441e+00
1.487333e+00	-5.284858e+00	-2.100340e+00	5.686929e+00
1.488000e+00	-2.949634e+00	-7.457172e-01	3.042439e+00
1.488769e+00	-2.957006e+00	-7.520204e-01	3.051134e+00
1.489000e+00	-2.984377e+00	-7.690491e-01	3.081874e+00
1.490000e+00	-3.038424e+00	-8.014248e-01	3.142341e+00
